instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
534,2012-06-17,2,1,6,0,0,0,1,59.25,57.1975,0.59875,0.144904,2634,4344,6978
535,2012-06-18,2,1,6,0,1,1,2,56.8333,54.4842,0.777917,0.174746,653,4446,5099
536,2012-06-19,2,1,6,0,2,1,1,68.8333,65.4692,0.69,0.148017,968,5857,6825
537,2012-06-20,2,1,6,0,3,1,1,78.25,72.0975,0.592083,0.11381199999999997,872,5339,6211
538,2012-06-21,3,1,6,0,4,1,1,80.58330000000002,75.2542,0.567917,0.118787,778,5127,5905
539,2012-06-22,3,1,6,0,5,1,1,77.75,72.4121,0.57375,0.182842,964,4859,5823
540,2012-06-23,3,1,6,0,6,0,1,73.16669999999998,65.2792,0.534583,0.179721,2657,4801,7458
541,2012-06-24,3,1,6,0,0,0,1,74.33330000000002,67.4254,0.479167,0.145525,2551,4340,6891
542,2012-06-25,3,1,6,0,1,1,1,71.5833,65.4042,0.504167,0.300383,1139,5640,6779
543,2012-06-26,3,1,6,0,2,1,1,63.0833,59.4704,0.373333,0.347642,1077,6365,7442
544,2012-06-27,3,1,6,0,3,1,1,69.75,64.0792,0.36,0.271775,1077,6258,7335
545,2012-06-28,3,1,6,0,4,1,1,74.9167,67.5512,0.4225,0.17165,921,5958,6879
546,2012-06-29,3,1,6,0,5,1,1,83.4167,78.6613,0.48875,0.165417,829,4634,5463
547,2012-06-30,3,1,6,0,6,0,1,76.5,68.7508,0.60125,0.161071,1455,4232,5687
548,2012-07-01,3,1,7,0,0,0,1,81.58330000000002,75.0629,0.51875,0.16852899999999998,1421,4110,5531
549,2012-07-02,3,1,7,0,1,1,1,78.1667,70.2038,0.447083,0.195267,904,5323,6227
550,2012-07-03,3,1,7,0,2,1,1,78.0833,70.265,0.492083,0.126237,1052,5608,6660
551,2012-07-04,3,1,7,1,3,0,1,78.91669999999998,73.2337,0.53875,0.13495,2562,4841,7403
552,2012-07-05,3,1,7,0,4,1,1,82.75,76.1367,0.457917,0.194029,1405,4836,6241
553,2012-07-06,3,1,7,0,5,1,1,82.8333,75.2533,0.450833,0.146142,1366,4841,6207
554,2012-07-07,3,1,7,0,6,0,1,86.16669999999998,80.4913,0.492083,0.163554,1448,3392,4840
555,2012-07-08,3,1,7,0,0,0,1,82.25,79.0396,0.57375,0.125629,1203,3469,4672
556,2012-07-09,3,1,7,0,1,1,2,71.08330000000002,65.4054,0.683333,0.180975,998,5571,6569
557,2012-07-10,3,1,7,0,2,1,2,72.0833,66.4796,0.6675,0.15173699999999998,954,5336,6290
558,2012-07-11,3,1,7,0,3,1,1,71.6667,65.0271,0.633333,0.15173299999999998,975,6289,7264
559,2012-07-12,3,1,7,0,4,1,1,71.5833,65.4683,0.529583,0.146775,1032,6414,7446
560,2012-07-13,3,1,7,0,5,1,2,73.16669999999998,66.7933,0.485833,0.08085,1511,5988,7499
561,2012-07-14,3,1,7,0,6,0,2,70.3333,66.6042,0.699167,0.143679,2355,4614,6969
562,2012-07-15,3,1,7,0,0,0,1,74.5833,70.51960000000003,0.717917,0.166667,1920,4111,6031
563,2012-07-16,3,1,7,0,1,1,1,76.33330000000002,72.41250000000002,0.645,0.164187,1088,5742,6830
564,2012-07-17,3,1,7,0,2,1,1,81.8333,75.5683,0.505833,0.114429,921,5865,6786
565,2012-07-18,3,1,7,0,3,1,1,79.3333,74.5583,0.577083,0.137442,799,4914,5713
566,2012-07-19,3,1,7,0,4,1,1,77.0,71.4642,0.600417,0.165429,888,5703,6591
567,2012-07-20,3,1,7,0,5,1,2,66.5833,61.3025,0.844167,0.208967,747,5123,5870
568,2012-07-21,3,1,7,0,6,0,3,59.5833,54.99119999999999,0.865417,0.2133,1264,3195,4459
569,2012-07-22,3,1,7,0,0,0,2,66.75,62.31250000000001,0.7625,0.0939208,2544,4866,7410
570,2012-07-23,3,1,7,0,1,1,1,74.16669999999998,69.0017,0.694167,0.138683,1135,5831,6966
571,2012-07-24,3,1,7,0,2,1,1,75.0833,70.645,0.655,0.211454,1140,6452,7592
572,2012-07-25,3,1,7,0,3,1,1,72.4167,65.4054,0.45,0.1648,1383,6790,8173
573,2012-07-26,3,1,7,0,4,1,1,77.6667,73.9263,0.5966670000000001,0.28481300000000004,1036,5825,6861
574,2012-07-27,3,1,7,0,5,1,1,78.1667,73.4217,0.594583,0.15299200000000002,1259,5645,6904
575,2012-07-28,3,1,7,0,6,0,1,75.5833,69.7604,0.613333,0.15735,2234,4451,6685
576,2012-07-29,3,1,7,0,0,0,1,72.1667,66.7933,0.62375,0.170396,2153,4444,6597
577,2012-07-30,3,1,7,0,1,1,1,73.0833,68.4987,0.66875,0.153617,1040,6065,7105
578,2012-07-31,3,1,7,0,2,1,1,71.3333,66.28960000000001,0.704167,0.165425,968,6248,7216
579,2012-08-01,3,1,8,0,3,1,1,71.75,66.7308,0.6775,0.141179,1074,6506,7580
580,2012-08-02,3,1,8,0,4,1,1,75.25,70.70880000000002,0.659583,0.129354,983,6278,7261
581,2012-08-03,3,1,8,0,5,1,2,76.5833,72.28670000000002,0.6425,0.215792,1328,5847,7175
582,2012-08-04,3,1,8,0,6,0,1,79.3333,75.1267,0.613333,0.257458,2345,4479,6824
583,2012-08-05,3,1,8,0,0,0,1,76.9167,73.1079,0.6525,0.290421,1707,3757,5464
584,2012-08-06,3,1,8,0,1,1,2,75.25,71.0246,0.654167,0.129354,1233,5780,7013
585,2012-08-07,3,1,8,0,2,1,2,73.5833,69.7621,0.70375,0.116908,1278,5995,7273
586,2012-08-08,3,1,8,0,3,1,2,75.0,70.77170000000002,0.672917,0.1107,1263,6271,7534
587,2012-08-09,3,1,8,0,4,1,1,75.5833,69.9508,0.620417,0.1561,1196,6090,7286
588,2012-08-10,3,1,8,0,5,1,2,71.5833,66.7942,0.7158329999999999,0.238813,1065,4721,5786
589,2012-08-11,3,1,8,0,6,0,2,69.25,63.8267,0.732917,0.206479,2247,4052,6299
590,2012-08-12,3,1,8,0,0,0,1,70.08330000000001,64.4579,0.530417,0.122512,2182,4362,6544
591,2012-08-13,3,1,8,0,1,1,1,72.0833,66.22540000000001,0.545417,0.136212,1207,5676,6883
592,2012-08-14,3,1,8,0,2,1,1,72.66669999999998,67.67790000000001,0.686667,0.169158,1128,5656,6784
593,2012-08-15,3,1,8,0,3,1,1,70.6667,65.4037,0.619583,0.169771,1198,6149,7347
594,2012-08-16,3,1,8,0,4,1,1,71.9167,65.4688,0.519167,0.141796,1338,6267,7605
595,2012-08-17,3,1,8,0,5,1,1,72.3333,24.24,0.570833,0.231354,1483,5665,7148
596,2012-08-18,3,1,8,0,6,0,1,67.8333,61.80710000000001,0.603333,0.177867,2827,5038,7865
597,2012-08-19,3,1,8,0,0,0,2,63.5833,60.3554,0.711667,0.08645,1208,3341,4549
598,2012-08-20,3,1,8,0,1,1,2,63.5833,59.59670000000001,0.734167,0.12997899999999998,1026,5504,6530
599,2012-08-21,3,1,8,0,2,1,1,64.9167,60.102500000000006,0.67375,0.07277080000000001,1081,5925,7006
600,2012-08-22,3,1,8,0,3,1,1,66.75,62.1854,0.677083,0.0702833,1094,6281,7375
601,2012-08-23,3,1,8,0,4,1,1,69.58330000000001,63.7008,0.635833,0.08459580000000001,1363,6402,7765
602,2012-08-24,3,1,8,0,5,1,2,70.25,64.71000000000001,0.615,0.07214580000000001,1325,6257,7582
603,2012-08-25,3,1,8,0,6,0,2,66.1667,61.86960000000001,0.712917,0.244408,1829,4224,6053
604,2012-08-26,3,1,8,0,0,0,2,65.3333,59.5996,0.845833,0.228858,1483,3772,5255
605,2012-08-27,3,1,8,0,1,1,1,70.3333,65.4688,0.730417,0.128733,989,5928,6917
606,2012-08-28,3,1,8,0,2,1,1,72.8333,66.605,0.62,0.190925,935,6105,7040
607,2012-08-29,3,1,8,0,3,1,1,68.5,63.5733,0.552083,0.112562,1177,6520,7697
608,2012-08-30,3,1,8,0,4,1,1,70.6667,65.2779,0.590417,0.0771167,1172,6541,7713
609,2012-08-31,3,1,8,0,5,1,1,76.4167,68.94,0.5875,0.168533,1433,5917,7350
610,2012-09-01,3,1,9,0,6,0,2,75.33330000000002,70.2654,0.638333,0.113187,2352,3788,6140
611,2012-09-02,3,1,9,0,0,0,2,69.6667,64.9,0.815,0.06407080000000001,2613,3197,5810
612,2012-09-03,3,1,9,1,1,0,1,70.75,66.16290000000001,0.790833,0.151121,1965,4069,6034
613,2012-09-04,3,1,9,0,2,1,1,72.5833,68.6888,0.755,0.236321,867,5997,6864
614,2012-09-05,3,1,9,0,3,1,1,73.66669999999998,70.8983,0.74125,0.187808,832,6280,7112
615,2012-09-06,3,1,9,0,4,1,2,69.6667,65.53290000000001,0.810417,0.142421,611,5592,6203
616,2012-09-07,3,1,9,0,5,1,1,70.3333,65.7204,0.73625,0.171646,1045,6459,7504
617,2012-09-08,3,1,9,0,6,0,2,65.9167,61.11210000000001,0.799167,0.281104,1557,4419,5976
618,2012-09-09,3,1,9,0,0,0,1,61.0,57.89250000000001,0.5475,0.224496,2570,5657,8227
619,2012-09-10,3,1,9,0,1,1,1,58.3333,56.5654,0.50375,0.258713,1118,6407,7525
620,2012-09-11,3,1,9,0,2,1,1,57.75,55.4292,0.52,0.0920542,1070,6697,7767
621,2012-09-12,3,1,9,0,3,1,1,59.9167,57.0075,0.577083,0.131846,1050,6820,7870
622,2012-09-13,3,1,9,0,4,1,1,61.25000000000001,57.9558,0.637083,0.08272080000000001,1054,6750,7804
623,2012-09-14,3,1,9,0,5,1,1,63.3333,59.4083,0.6725,0.103863,1379,6630,8009
624,2012-09-15,3,1,9,0,6,0,1,60.8333,58.5867,0.501667,0.247521,3160,5554,8714
625,2012-09-16,3,1,9,0,0,0,1,57.99999999999999,56.3125,0.57,0.0901833,2166,5167,7333
626,2012-09-17,3,1,9,0,1,1,2,58.0833,55.30500000000001,0.734583,0.15174200000000002,1022,5847,6869
627,2012-09-18,3,1,9,0,2,1,2,62.3333,56.5067,0.8725,0.357587,371,3702,4073
628,2012-09-19,3,1,9,0,3,1,1,55.25,54.0404,0.536667,0.215175,788,6803,7591
629,2012-09-20,3,1,9,0,4,1,1,54.6667,53.2192,0.618333,0.118167,939,6781,7720
630,2012-09-21,3,1,9,0,5,1,1,59.9167,57.1971,0.66875,0.154229,1250,6917,8167
631,2012-09-22,3,1,9,0,6,0,1,65.0,61.0488,0.646667,0.283583,2512,5883,8395
632,2012-09-23,4,1,9,0,0,0,1,52.91670000000001,51.8933,0.467083,0.223258,2454,5453,7907
633,2012-09-24,4,1,9,0,1,1,1,51.41670000000001,50.2513,0.492917,0.142404,1001,6435,7436
634,2012-09-25,4,1,9,0,2,1,1,55.00000000000001,54.4179,0.57,0.236321,845,6693,7538
635,2012-09-26,4,1,9,0,3,1,1,63.5,59.6613,0.630833,0.2444,787,6946,7733
636,2012-09-27,4,1,9,0,4,1,2,65.0,60.79750000000001,0.690833,0.13434200000000002,751,6642,7393
637,2012-09-28,4,1,9,0,5,1,2,61.91670000000001,58.5863,0.69,0.164179,1045,6370,7415
638,2012-09-29,4,1,9,0,6,0,1,54.25,53.0296,0.542917,0.227604,2589,5966,8555
639,2012-09-30,4,1,9,0,0,0,1,52.6667,51.7663,0.583333,0.134958,2015,4874,6889
640,2012-10-01,4,1,10,0,1,1,2,52.0833,51.2,0.649167,0.0908042,763,6015,6778
641,2012-10-02,4,1,10,0,2,1,3,59.0833,54.23329999999999,0.871667,0.104475,315,4324,4639
642,2012-10-03,4,1,10,0,3,1,2,65.75,59.9133,0.79375,0.0665458,728,6844,7572
643,2012-10-04,4,1,10,0,4,1,2,65.75,60.79750000000001,0.722917,0.117546,891,6437,7328
644,2012-10-05,4,1,10,0,5,1,1,61.5,58.0187,0.6275,0.10635,1516,6640,8156
645,2012-10-06,4,1,10,0,6,0,1,55.4167,53.8521,0.664167,0.268025,3031,4934,7965
646,2012-10-07,4,1,10,0,0,0,2,41.5833,41.9813,0.708333,0.14116199999999998,781,2729,3510
647,2012-10-08,4,1,10,1,1,0,2,38.3333,38.7608,0.709583,0.189679,874,4604,5478
648,2012-10-09,4,1,10,0,2,1,2,44.6667,43.8112,0.761667,0.1903,601,5791,6392
649,2012-10-10,4,1,10,0,3,1,1,51.41670000000001,50.3142,0.630833,0.187821,780,6911,7691
650,2012-10-11,4,1,10,0,4,1,1,43.5,43.1167,0.463333,0.181596,834,6736,7570
651,2012-10-12,4,1,10,0,5,1,1,43.75,43.3071,0.539167,0.235092,1060,6222,7282
652,2012-10-13,4,1,10,0,6,0,1,39.3333,39.1396,0.494583,0.146142,2252,4857,7109
653,2012-10-14,4,1,10,0,0,0,1,52.1667,50.8204,0.640417,0.278612,2080,4559,6639
654,2012-10-15,4,1,10,0,1,1,2,56.16670000000001,53.915,0.7075,0.296037,760,5115,5875
655,2012-10-16,4,1,10,0,2,1,1,46.8333,46.0846,0.558333,0.182221,922,6612,7534
656,2012-10-17,4,1,10,0,3,1,1,45.5833,45.0108,0.692917,0.101371,979,6482,7461
657,2012-10-18,4,1,10,0,4,1,2,52.25,51.2625,0.728333,0.236937,1008,6501,7509
658,2012-10-19,4,1,10,0,5,1,2,56.3333,53.78960000000001,0.815,0.134954,753,4671,5424
659,2012-10-20,4,1,10,0,6,0,1,48.4167,47.2842,0.572917,0.117537,2806,5284,8090
660,2012-10-21,4,1,10,0,0,0,1,46.4167,45.6429,0.51,0.166054,2132,4692,6824
661,2012-10-22,4,1,10,0,1,1,1,48.75,48.2942,0.568333,0.08148330000000001,830,6228,7058
662,2012-10-23,4,1,10,0,2,1,1,54.4167,53.0304,0.641667,0.0945458,841,6625,7466
663,2012-10-24,4,1,10,0,3,1,1,58.75,55.8721,0.63625,0.07277919999999999,795,6898,7693
664,2012-10-25,4,1,10,0,4,1,2,55.00000000000001,52.9688,0.800417,0.124375,875,6484,7359
665,2012-10-26,4,1,10,0,5,1,2,54.5833,52.27500000000001,0.807083,0.132467,1182,6262,7444
666,2012-10-27,4,1,10,0,6,0,2,53.0,51.5133,0.72,0.235692,2643,5209,7852
667,2012-10-28,4,1,10,0,0,0,2,47.75,46.7771,0.694583,0.398008,998,3461,4459
668,2012-10-29,4,1,10,0,1,1,3,44.0,43.94,0.88,0.3582,2,20,22
669,2012-10-30,4,1,10,0,2,1,2,31.8182,30.9909,0.8254549999999999,0.213009,87,1009,1096
670,2012-10-31,4,1,10,0,3,1,2,35.75,36.11,0.666667,0.166667,419,5147,5566
671,2012-11-01,4,1,11,0,4,1,2,36.5833,36.9942,0.581667,0.157346,466,5520,5986
672,2012-11-02,4,1,11,0,5,1,1,35.5,35.60420000000001,0.522083,0.266175,618,5229,5847
673,2012-11-03,4,1,11,0,6,0,2,34.3333,32.3846,0.49125,0.270529,1029,4109,5138
674,2012-11-04,4,1,11,0,0,0,1,32.5833,32.9538,0.532917,0.179108,1201,3906,5107
675,2012-11-05,4,1,11,0,1,1,1,31.9167,30.8075,0.494167,0.236325,378,4881,5259
676,2012-11-06,4,1,11,0,2,1,1,28.0833,28.1567,0.567083,0.173513,466,5220,5686
677,2012-11-07,4,1,11,0,3,1,2,29.5833,27.4621,0.5475,0.304108,326,4709,5035
678,2012-11-08,4,1,11,0,4,1,1,35.2174,34.1891,0.333478,0.347835,340,4975,5315
679,2012-11-09,4,1,11,0,5,1,1,36.1667,35.54130000000001,0.540833,0.214558,709,5283,5992
680,2012-11-10,4,1,11,0,6,0,1,38.9167,39.3937,0.645417,0.05784580000000001,2090,4446,6536
681,2012-11-11,4,1,11,0,0,0,1,42.0833,42.1713,0.6591670000000001,0.1275,2290,4562,6852
682,2012-11-12,4,1,11,1,1,0,1,48.5,47.5383,0.741667,0.173517,1097,5172,6269
683,2012-11-13,4,1,11,0,2,1,2,34.3333,32.3225,0.662917,0.342046,327,3767,4094
684,2012-11-14,4,1,11,0,3,1,1,28.9167,28.1563,0.552083,0.199625,373,5122,5495
685,2012-11-15,4,1,11,0,4,1,2,32.1667,32.4492,0.620417,0.15298699999999998,320,5125,5445
686,2012-11-16,4,1,11,0,5,1,1,34.5,34.7204,0.524583,0.171025,484,5214,5698
687,2012-11-17,4,1,11,0,6,0,1,32.5,32.6383,0.545417,0.179729,1313,4316,5629
688,2012-11-18,4,1,11,0,0,0,1,34.25,33.7746,0.692917,0.227612,922,3747,4669
689,2012-11-19,4,1,11,0,1,1,2,38.0833,37.5621,0.623333,0.235067,449,5050,5499
690,2012-11-20,4,1,11,0,2,1,2,37.41670000000001,38.0667,0.685,0.082725,534,5100,5634
691,2012-11-21,4,1,11,0,3,1,1,35.3333,36.4892,0.61375,0.103246,615,4531,5146
692,2012-11-22,4,1,11,1,4,0,1,34.0,35.037099999999995,0.580417,0.05287080000000001,955,1470,2425
693,2012-11-23,4,1,11,0,5,1,1,36.8333,37.8779,0.56875,0.148021,1603,2307,3910
694,2012-11-24,4,1,11,0,6,0,1,27.8333,24.8742,0.404583,0.376871,532,1745,2277
695,2012-11-25,4,1,11,0,0,0,1,24.5833,25.7583,0.468333,0.1505,309,2115,2424
696,2012-11-26,4,1,11,0,1,1,1,31.3333,33.9004,0.535417,0.04665,337,4750,5087
697,2012-11-27,4,1,11,0,2,1,2,29.1667,28.1558,0.786667,0.237562,123,3836,3959
698,2012-11-28,4,1,11,0,3,1,1,29.6667,28.976199999999995,0.50625,0.210821,198,5062,5260
699,2012-11-29,4,1,11,0,4,1,1,28.087,29.8422,0.555652,0.115522,243,5080,5323
700,2012-11-30,4,1,11,0,5,1,1,29.8333,32.386700000000005,0.649583,0.05847080000000001,362,5306,5668
701,2012-12-01,4,1,12,0,6,0,2,29.8333,31.6904,0.806667,0.059704199999999985,951,4240,5191
702,2012-12-02,4,1,12,0,0,0,2,34.75,35.9208,0.823333,0.124379,892,3757,4649
703,2012-12-03,4,1,12,0,1,1,1,45.25,45.5796,0.7675,0.08272080000000001,555,5679,6234
704,2012-12-04,4,1,12,0,2,1,1,47.5833,46.9054,0.73375,0.174129,551,6055,6606
705,2012-12-05,4,1,12,0,3,1,1,43.8333,42.8012,0.485,0.324021,331,5398,5729
706,2012-12-06,4,1,12,0,4,1,1,25.5833,25.8204,0.50875,0.174754,340,5035,5375
707,2012-12-07,4,1,12,0,5,1,2,32.0833,32.1958,0.764167,0.1306,349,4659,5008
708,2012-12-08,4,1,12,0,6,0,2,38.16670000000001,38.9508,0.91125,0.101379,1153,4429,5582
709,2012-12-09,4,1,12,0,0,0,2,38.4167,39.0146,0.905417,0.157975,441,2787,3228
710,2012-12-10,4,1,12,0,1,1,2,43.5833,43.5575,0.925,0.190308,329,4841,5170
711,2012-12-11,4,1,12,0,2,1,2,35.3333,33.8363,0.5966670000000001,0.296037,282,5219,5501
712,2012-12-12,4,1,12,0,3,1,2,29.75,29.7338,0.538333,0.162937,310,5009,5319
713,2012-12-13,4,1,12,0,4,1,1,29.5833,29.4188,0.485833,0.174129,425,5107,5532
714,2012-12-14,4,1,12,0,5,1,1,28.1667,29.4192,0.642917,0.13122899999999998,429,5182,5611
715,2012-12-15,4,1,12,0,6,0,1,32.4167,33.8383,0.650417,0.10635,767,4280,5047
716,2012-12-16,4,1,12,0,0,0,2,36.25,36.9938,0.83875,0.100742,538,3248,3786
717,2012-12-17,4,1,12,0,1,1,2,39.3333,40.15000000000001,0.907083,0.0982583,212,4373,4585
718,2012-12-18,4,1,12,0,2,1,1,41.0833,40.9708,0.66625,0.221404,433,5124,5557
719,2012-12-19,4,1,12,0,3,1,1,33.25,34.21619999999999,0.625417,0.184092,333,4934,5267
720,2012-12-20,4,1,12,0,4,1,2,33.0,33.5217,0.667917,0.132463,314,3814,4128
721,2012-12-21,1,1,12,0,5,1,2,32.6667,30.1767,0.556667,0.374383,221,3402,3623
722,2012-12-22,1,1,12,0,6,0,1,26.5833,23.6113,0.44125,0.407346,205,1544,1749
723,2012-12-23,1,1,12,0,0,0,1,24.5833,25.9471,0.515417,0.13308299999999998,408,1379,1787
724,2012-12-24,1,1,12,0,1,1,2,23.1304,25.89,0.791304,0.07723039999999999,174,746,920
725,2012-12-25,1,1,12,1,2,0,2,29.1304,29.446500000000004,0.734783,0.168726,440,573,1013
726,2012-12-26,1,1,12,0,3,1,3,24.3333,22.0333,0.823333,0.316546,9,432,441
727,2012-12-27,1,1,12,0,4,1,2,25.4167,22.6642,0.652917,0.350133,247,1867,2114
728,2012-12-28,1,1,12,0,5,1,2,25.3333,25.5046,0.59,0.155471,644,2451,3095
729,2012-12-29,1,1,12,0,6,0,2,25.3333,24.24,0.7529170000000001,0.124383,159,1182,1341
730,2012-12-30,1,1,12,0,0,0,1,25.5833,23.17,0.483333,0.350754,364,1432,1796
731,2012-12-31,1,1,12,0,1,1,2,21.5833,22.3487,0.5775,0.154846,439,2290,2729
